"dbpedia_1005","Kaggle_4324816","0.0","0.0","0.3960597826086957","Coca-Cola Bottling Co. Consolidated","pepsi-cola bottling company of new haven"
"dbpedia_324","Kaggle_3986549","0.0","0.0","0.3646179401993356","Arthur J. Gallagher & Co.","arthur j. gallagher brasil corretora de resseguros, s.a."
"dbpedia_3252","Kaggle_4057166","0.0","0.0","0.6777777777777778","PTC Therapeutics","mdi therapeutics, inc."
"dbpedia_3252","Kaggle_4920862","0.0","0.0","0.4823232323232324","PTC Therapeutics","massage therapeutic"
"dbpedia_3258","Kaggle_3478301","0.0","0.0","0.4192307692307692","Pace Development","corporate skills development"
"dbpedia_3258","Kaggle_3533564","0.0","0.0","0.4330769230769231","Pace Development","studio 27 talent development"
"dbpedia_3258","Kaggle_3638499","0.0","0.0","0.34598214285714285","Pace Development","instone real estate development gmbh"
"dbpedia_3258","Kaggle_3666228","0.0","0.0","0.41879866518353726","Pace Development","bob earls race driver development"
"dbpedia_3258","Kaggle_3788896","0.0","0.0","0.3644179894179894","Pace Development","truman development & management"
"dbpedia_3258","Kaggle_3815980","0.0","0.0","0.3551724137931035","Pace Development","tva development ""stone's throw"""
"dbpedia_3258","Kaggle_3922329","0.0","0.0","0.5378151260504201","Pace Development","amrik developments"
"dbpedia_3258","Kaggle_3933254","0.0","0.0","0.38205645161290325","Pace Development","planning 4 sustainable development"
"dbpedia_3258","Kaggle_4016196","0.0","0.0","0.4674329501915709","Pace Development","pacific rim design and development"
"dbpedia_3258","Kaggle_4093431","0.0","0.0","0.3739224137931034","Pace Development","west acres development, llp (west acres)"
"dbpedia_3258","Kaggle_4098291","0.0","0.0","0.40155728587319245","Pace Development","elderstone resource development"
"dbpedia_3258","Kaggle_4101462","0.0","0.0","0.4185714285714286","Pace Development","donohoe development company"
"dbpedia_3258","Kaggle_4114918","0.0","0.0","0.43517241379310345","Pace Development","protasco development sdn. bhd."
"dbpedia_3258","Kaggle_4134973","0.0","0.0","0.48275862068965514","Pace Development","future workspace development llc"
"dbpedia_3258","Kaggle_4142712","0.0","0.0","0.38038793103448276","Pace Development","absolute real estate development"
"dbpedia_3258","Kaggle_4149132","0.0","0.0","0.6479166666666667","Pace Development","f development"
"dbpedia_3258","Kaggle_4275732","0.0","0.0","0.36476293103448276","Pace Development","haygood child development center"
"dbpedia_3258","Kaggle_4286162","0.0","0.0","0.4207142857142857","Pace Development","talento development aust pty ltd"
"dbpedia_3258","Kaggle_4286610","0.0","0.0","0.5345849802371541","Pace Development","ed ecommerce development"
"dbpedia_3258","Kaggle_4343947","0.0","0.0","0.40455665024630544","Pace Development","time4change people development"
"dbpedia_3258","Kaggle_4413071","0.0","0.0","0.3742884250474383","Pace Development","pixandcodes web design and development"
"dbpedia_3258","Kaggle_4470304","0.0","0.0","0.38654060066740825","Pace Development","international projects investment & development co."
"dbpedia_3258","Kaggle_4480900","0.0","0.0","0.5037878787878788","Pace Development","leverage & development, llc"
"dbpedia_3258","Kaggle_4568786","0.0","0.0","0.34604105571847504","Pace Development","judi clements training & development"
"dbpedia_3258","Kaggle_4585764","0.0","0.0","0.5934343434343434","Pace Development","proceed development ltd"
"dbpedia_3258","Kaggle_4617214","0.0","0.0","0.3527462121212121","Pace Development","persol research & development co., ltd. (persol r&d)"
"dbpedia_3258","Kaggle_4767119","0.0","0.0","0.4044205495818399","Pace Development","global facilities development"
"dbpedia_3258","Kaggle_4773931","0.0","0.0","0.351010101010101","Pace Development","alpha park red real estate development"
"dbpedia_3258","Kaggle_4848613","0.0","0.0","0.49665551839464883","Pace Development","pennella site development inc"
"dbpedia_3258","Kaggle_4972328","0.0","0.0","0.4492753623188406","Pace Development","blackwood development llc"
"dbpedia_3258","Kaggle_5038342","0.0","0.0","0.35673624288425043","Pace Development","river city software development, llc"
"dbpedia_325","Kaggle_3462333","0.0","0.0","0.4275568181818182","Artificial Solutions","creative chaos solutions"
"dbpedia_325","Kaggle_3714407","0.0","0.0","0.4536340852130326","Artificial Solutions","sml solutions ltd."
"dbpedia_325","Kaggle_3796584","0.0","0.0","0.3821022727272727","Artificial Solutions","xpress vehicle solutions"
"dbpedia_325","Kaggle_3812624","0.0","0.0","0.41855203619909503","Artificial Solutions","certified technical solutions of south fl. inc."
"dbpedia_325","Kaggle_3926077","0.0","0.0","0.5087719298245614","Artificial Solutions","atx medical solutions"
"dbpedia_325","Kaggle_3954065","0.0","0.0","0.4127272727272727","Artificial Solutions","native2native solutions"
"dbpedia_325","Kaggle_4011037","0.0","0.0","0.34907120743034054","Artificial Solutions","commercial legal solutions solicitors"
"dbpedia_325","Kaggle_4041296","0.0","0.0","0.5107142857142857","Artificial Solutions","pacific tank solutions"
"dbpedia_325","Kaggle_4082319","0.0","0.0","0.38552631578947366","Artificial Solutions","solutions a"
"dbpedia_325","Kaggle_4214606","0.0","0.0","0.4144736842105263","Artificial Solutions","a-tech solution co ltd"
"dbpedia_325","Kaggle_4231943","0.0","0.0","0.3575317604355717","Artificial Solutions","clear stone solutions"
"dbpedia_325","Kaggle_4467270","0.0","0.0","0.41016333938294014","Artificial Solutions","madisonjay solutions"
"dbpedia_325","Kaggle_4710086","0.0","0.0","0.3505263157894737","Artificial Solutions","seco solution srl"
"dbpedia_325","Kaggle_4719340","0.0","0.0","0.3916666666666667","Artificial Solutions","courtyard it solutions limited"
"dbpedia_325","Kaggle_4751127","0.0","0.0","0.4118421052631579","Artificial Solutions","d2e solutions"
"dbpedia_325","Kaggle_4804846","0.0","0.0","0.41145833333333337","Artificial Solutions","a&m structural solutions llc"
"dbpedia_325","Kaggle_4804886","0.0","0.0","0.4048295454545454","Artificial Solutions","active service solutions ltd"
"dbpedia_325","Kaggle_4937817","0.0","0.0","0.3869047619047619","Artificial Solutions","pfi education solutions"
"dbpedia_325","Kaggle_4941854","0.0","0.0","0.4504048582995951","Artificial Solutions","airline solutions"
"dbpedia_325","Kaggle_4976037","0.0","0.0","0.4679633867276888","Artificial Solutions","atva solutions limited"
"dbpedia_325","Kaggle_5007905","0.0","0.0","0.38384754990925596","Artificial Solutions","xerotone it solutions"
"dbpedia_325","Kaggle_5011967","0.0","0.0","0.4240890688259109","Artificial Solutions","d'ria bpo solutions"
"dbpedia_325","Kaggle_5048888","0.0","0.0","0.46279491833030856","Artificial Solutions","active club solutions, inc."
"dbpedia_325","Kaggle_5050777","0.0","0.0","0.45024630541871924","Artificial Solutions","quantify actuarial solutions s.a.c."
"dbpedia_325","Kaggle_5087088","0.0","0.0","0.46710526315789475","Artificial Solutions","antspixar solutions"
"dbpedia_325","Kaggle_5172717","0.0","0.0","0.38866930171278","Artificial Solutions","intrinsic logic solutions limited"
"dbpedia_325","Kaggle_5196488","0.0","0.0","0.34688995215311","Artificial Solutions","dbr solution"
"dbpedia_325","Kaggle_5219560","0.0","0.0","0.37142857142857144","Artificial Solutions","tiqneya smart solutions"
"dbpedia_325","Kaggle_5238555","0.0","0.0","0.446236559139785","Artificial Solutions","active dealer solutions"
"dbpedia_325","Kaggle_5247029","0.0","0.0","0.42994505494505497","Artificial Solutions","resolution medical solutions"
"dbpedia_3260","Kaggle_4555518","0.0","0.0","0.4567307692307692","Pacific City Bank","group pacific hawaii inc"
"dbpedia_3261","Kaggle_4527614","0.0","0.0","0.5119047619047619","Pacific Edge Limited","pacific edge publishing inc."
"dbpedia_3262","Kaggle_3574779","0.0","0.0","0.3713883016208598","Pacific Horizon Investment Trust","anchor pacific investment management corp."
"dbpedia_3262","Kaggle_3642143","0.0","0.0","0.39748369058713884","Pacific Horizon Investment Trust","jacobian investments"
"dbpedia_3262","Kaggle_4010801","0.0","0.0","0.43874773139745915","Pacific Horizon Investment Trust","horizon investment solutions"
"dbpedia_3262","Kaggle_4421574","0.0","0.0","0.38372859025032935","Pacific Horizon Investment Trust","landbank real estate investment trust limited"
"dbpedia_3262","Kaggle_4483680","0.0","0.0","0.5603448275862069","Pacific Horizon Investment Trust","horizon energy investments limited"
"dbpedia_3262","Kaggle_4532048","0.0","0.0","0.498546511627907","Pacific Horizon Investment Trust","pacific aviation investment program"
"dbpedia_3262","Kaggle_4696185","0.0","0.0","0.5249546279491832","Pacific Horizon Investment Trust","pacific horizon entertainment"
"dbpedia_3262","Kaggle_4760544","0.0","0.0","0.41715727502102606","Pacific Horizon Investment Trust","fiduciary investment trust, llc"
"dbpedia_3262","Kaggle_4848674","0.0","0.0","0.35618166526492845","Pacific Horizon Investment Trust","capital rise investments"
"dbpedia_3262","Kaggle_4853176","0.0","0.0","0.4735221674876847","Pacific Horizon Investment Trust","pacific horizon financial"
"dbpedia_3262","Kaggle_5096813","0.0","0.0","0.38719211822660093","Pacific Horizon Investment Trust","satori investments inc"
"dbpedia_3268","Kaggle_4480985","0.0","0.0","0.6674641148325359","Palmers Garden Centre","paul's garden centre"
"dbpedia_3269","Kaggle_3564885","0.0","0.0","0.3948717948717949","Pan American Silver","the american quicksilver company"
"dbpedia_3269","Kaggle_4179745","0.0","0.0","0.3458823529411765","Pan American Silver","american specialty"
"dbpedia_3269","Kaggle_4678210","0.0","0.0","0.3745210727969349","Pan American Silver","panaderia san miguel"
"dbpedia_3270","Kaggle_4245749","0.0","0.875","0.0","Pan Ocean","pan oceana"
"dbpedia_3274","Kaggle_3522849","0.0","0.0","0.420940170940171","Panopticon Software","banktree software ltd"
"dbpedia_3274","Kaggle_4258414","0.0","0.0","0.43599033816425126","Panopticon Software","pisco software"
"dbpedia_3276","Kaggle_3895439","0.0","0.0","0.5132850241545894","Paramount Resources","promo resources"
"dbpedia_3276","Kaggle_3901177","0.0","0.0","0.5202020202020202","Paramount Resources","amun resources ag"
"dbpedia_3276","Kaggle_5145371","0.0","0.0","0.4706896551724138","Paramount Resources","caribou king resources ltd."
"dbpedia_327","Kaggle_4751172","0.0","0.0","0.5178571428571428","Arvind (company)","parting company"
"dbpedia_327","Kaggle_5179134","0.0","0.0","0.37115384615384617","Arvind (company)","imara staffing company"
"dbpedia_3281","Kaggle_4075454","0.0","0.7307692307692307","0.0","Partner Communications Company","partner communication"
"dbpedia_3281","Kaggle_4931242","0.0","0.0","0.42769607843137253","Partner Communications Company","exportanza company limited"
"dbpedia_3281","Kaggle_5042419","0.0","0.0","0.3856275303643725","Partner Communications Company","machine craft company"
"dbpedia_3281","Kaggle_5162135","0.46153846153846156","0.0","0.4807692307692308","Partner Communications Company","partner energy ltd"
"dbpedia_3281","Kaggle_5226051","0.0","0.0","0.8666666666666667","Partner Communications Company","ipartner company limited"
"dbpedia_3284","Kaggle_3775549","0.0","0.0","0.44780219780219777","Patria (company)","s38 company"
"dbpedia_3286","Kaggle_3895233","0.0","0.0","0.3472727272727273","Patriot National Bancorp","moto national"
"dbpedia_3287","Kaggle_3467842","0.0","0.0","0.5060483870967742","Patriot Transportation","network transportation llc"
"dbpedia_3287","Kaggle_3472357","0.0","0.0","0.39242424242424245","Patriot Transportation","world class executive transportation"
"dbpedia_3287","Kaggle_3513787","0.0","0.0","0.43873517786561267","Patriot Transportation","operation transformation"
"dbpedia_3287","Kaggle_3533542","0.0","0.0","0.4450549450549451","Patriot Transportation","transportation sales"
"dbpedia_3287","Kaggle_3612093","0.0","0.0","0.41721132897603486","Patriot Transportation","steel transportation services"
"dbpedia_3287","Kaggle_3614481","0.0","0.0","0.38943488943488946","Patriot Transportation","emerald transportation solutions llc"
"dbpedia_3287","Kaggle_3719917","0.0","0.0","0.3837011884550085","Patriot Transportation","huskey bus & transportation services, inc."
"dbpedia_3287","Kaggle_3724726","0.0","0.0","0.5475","Patriot Transportation","authority on transportation"
"dbpedia_3287","Kaggle_3751714","0.0","0.0","0.38916256157635465","Patriot Transportation","bg transformation ltd."
"dbpedia_3287","Kaggle_3751987","0.0","0.0","0.4045864045864046","Patriot Transportation","integrated transportation solutions"
"dbpedia_3287","Kaggle_3790124","0.0","0.0","0.6755952380952381","Patriot Transportation","hart transportation inc"
"dbpedia_3287","Kaggle_3790479","0.0","0.0","0.36598746081504707","Patriot Transportation","transportation services"
"dbpedia_3287","Kaggle_3809069","0.0","0.0","0.5971428571428572","Patriot Transportation","town transportation inc."
"dbpedia_3287","Kaggle_3867813","0.0","0.0","0.38611111111111107","Patriot Transportation","national transportation research center, inc."
"dbpedia_3287","Kaggle_3918962","0.0","0.0","0.6409523809523809","Patriot Transportation","riolo transportation inc"
"dbpedia_3287","Kaggle_4125602","0.0","0.0","0.5933333333333334","Patriot Transportation","nexxa transportation"
"dbpedia_3287","Kaggle_4127943","0.0","0.0","0.3972520908004779","Patriot Transportation","eno transportation foundation"
"dbpedia_3287","Kaggle_4128254","0.0","0.0","0.4227150537634409","Patriot Transportation","krk transportation romania"
"dbpedia_3287","Kaggle_4142608","0.0","0.0","0.48412698412698413","Patriot Transportation","lgs transportation llc"
"dbpedia_3287","Kaggle_4214521","0.0","0.0","0.38163558106169293","Patriot Transportation","diversified transportation logistics"
"dbpedia_3287","Kaggle_4284193","0.0","0.0","0.6525974025974026","Patriot Transportation","jt transportation"
"dbpedia_3287","Kaggle_4300011","0.0","0.0","0.6031746031746031","Patriot Transportation","pronto transportation"
"dbpedia_3287","Kaggle_4301223","0.0","0.0","0.6355311355311355","Patriot Transportation","arise transportation inc"
"dbpedia_3287","Kaggle_4400600","0.0","0.0","0.35222381635581057","Patriot Transportation","dynasty transportation service nwa, llc"
"dbpedia_3287","Kaggle_4459851","0.0","0.0","0.6764069264069263","Patriot Transportation","rt transportation"
"dbpedia_3287","Kaggle_4481671","0.0","0.0","0.44152923538230887","Patriot Transportation","mw&a transportation and events"
"dbpedia_3287","Kaggle_4527559","0.0","0.0","0.37972972972972974","Patriot Transportation","transpro business transportation service"
"dbpedia_3287","Kaggle_4573531","0.0","0.0","0.38277812696417346","Patriot Transportation","safeway training & transportation services inc."
"dbpedia_3287","Kaggle_4596561","0.0","0.0","0.5942028985507246","Patriot Transportation","us transportation group"
"dbpedia_3287","Kaggle_4599405","0.0","0.0","0.5684523809523809","Patriot Transportation","nationwide transportation co"
"dbpedia_3287","Kaggle_4632161","0.0","0.0","0.38822115384615385","Patriot Transportation","montufar group transportation consulting"
"dbpedia_3287","Kaggle_4658345","0.0","0.0","0.5335483870967741","Patriot Transportation","yrc regional transportation"
"dbpedia_3287","Kaggle_4692293","0.0","0.0","0.3521739130434783","Patriot Transportation","transportation resources, inc."
"dbpedia_3287","Kaggle_4728781","0.0","0.0","0.49663299663299665","Patriot Transportation","great northern transportation"
"dbpedia_3287","Kaggle_4760672","0.0","0.0","0.4003189792663477","Patriot Transportation","nite trane llc. transportation company"
"dbpedia_3287","Kaggle_4771142","0.0","0.0","0.5733333333333334","Patriot Transportation","swfl transportation"
"dbpedia_3287","Kaggle_4781995","0.0","0.0","0.39670329670329674","Patriot Transportation","mtrans logistics and transportation sdn bhd"
"dbpedia_3287","Kaggle_4791756","0.0","0.0","0.3767857142857143","Patriot Transportation","student transportation specialists, llc"
"dbpedia_3287","Kaggle_4800709","0.0","0.0","0.46212121212121215","Patriot Transportation","skoot transportation agency llc"
"dbpedia_3287","Kaggle_4898081","0.0","0.0","0.3808925204274041","Patriot Transportation","border freight transportation & consulting"
"dbpedia_3287","Kaggle_4901583","0.0","0.0","0.5978835978835979","Patriot Transportation","tantara transportation group"
"dbpedia_3287","Kaggle_4931209","0.0","0.0","0.5275","Patriot Transportation","total marine transportation"
"dbpedia_3287","Kaggle_4968521","0.0","0.0","0.3456659619450317","Patriot Transportation","interpreter translator & transportation services, inc,"
"dbpedia_3287","Kaggle_5038632","0.0","0.0","0.5740740740740741","Patriot Transportation","trip transportation llc"
"dbpedia_3287","Kaggle_5101636","0.0","0.0","0.5026455026455027","Patriot Transportation","dmt transportation svcs inc"
"dbpedia_3287","Kaggle_5148112","0.0","0.0","0.6279761904761905","Patriot Transportation","dept transportation"
"dbpedia_3287","Kaggle_5213561","0.0","0.0","0.3954954954954955","Patriot Transportation","genesee valley transportation(gvt)"
"dbpedia_3287","Kaggle_5230203","0.5652173913043478","0.0","0.639751552795031","Patriot Transportation","alta transportation"
"dbpedia_3287","Kaggle_5243647","0.0","0.0","0.6298701298701299","Patriot Transportation","r transportation inc"
"dbpedia_3287","Kaggle_5256865","0.0","0.0","0.41216216216216217","Patriot Transportation","cape ann transportation authority"
"dbpedia_3297","Kaggle_4480920","0.0","0.0","0.4639423076923077","Paz Oil Company","the seo company"
"dbpedia_3297","Kaggle_4880838","0.0","0.0","0.35173160173160173","Paz Oil Company","valveco - the valve company - b.v."
"dbpedia_3297","Kaggle_4917496","0.0","0.0","0.43750000000000006","Paz Oil Company","el paso title company"
"dbpedia_3297","Kaggle_5162150","0.0","0.0","0.4862637362637363","Paz Oil Company","a company"
"dbpedia_3297","Kaggle_5188757","0.0","0.0","0.38815789473684215","Paz Oil Company","earth tool company llc"
"dbpedia_32","Kaggle_3509672","0.4411764705882353","0.0","0.5205882352941176","ADC Telecommunications","ping telecommunication resources"
"dbpedia_32","Kaggle_3513549","0.0","0.0","0.6256038647342995","ADC Telecommunications","ezfone telecommunication limited"
"dbpedia_32","Kaggle_3518317","0.0","0.0","0.3756127450980392","ADC Telecommunications","general dynamics worldwide telecommunication systems"
"dbpedia_32","Kaggle_3527276","0.0","0.0","0.363265306122449","ADC Telecommunications","association of telecommunications companies of nigeria (atcon)"
"dbpedia_32","Kaggle_3533443","0.0","0.0","0.7063636363636363","ADC Telecommunications","cubic telecommunication"
"dbpedia_32","Kaggle_3552129","0.0","0.0","0.6043346774193549","ADC Telecommunications","spreadcom telecommunications ltda"
"dbpedia_32","Kaggle_3582732","0.0","0.0","0.6220159151193634","ADC Telecommunications","ohio telecommunications assn"
"dbpedia_32","Kaggle_3617767","0.0","0.0","0.4928977272727273","ADC Telecommunications","european telecommunication international (eurotel)"
"dbpedia_32","Kaggle_3663895","0.0","0.0","0.4640151515151515","ADC Telecommunications","mab telecomunicaciones sas"
"dbpedia_32","Kaggle_3694421","0.0","0.0","0.5379464285714286","ADC Telecommunications","mikrolink telecommunication uk ltd"
"dbpedia_32","Kaggle_3718408","0.0","0.0","0.3920634920634921","ADC Telecommunications","umd telecommunications students and alumni network"
"dbpedia_32","Kaggle_3747579","0.0","0.0","0.38982213438735175","ADC Telecommunications","darwin telecommunications regulatory consulting ltd."
"dbpedia_32","Kaggle_3830677","0.0","0.0","0.4319640564826701","ADC Telecommunications","true north telecommunications services, llc"
"dbpedia_32","Kaggle_3836050","0.0","0.0","0.5878571428571429","ADC Telecommunications","uniphone telecommunication co., ltd."
"dbpedia_32","Kaggle_3909306","0.0","0.0","0.5084670231729055","ADC Telecommunications","national telecommunication corporation (ntc) sudan"
"dbpedia_32","Kaggle_3952222","0.0","0.0","0.41587301587301584","ADC Telecommunications","cooper & associates, telecommunications auditors"
"dbpedia_32","Kaggle_3968637","0.0","0.0","0.47542997542997545","ADC Telecommunications","strand telecommunication technology"
"dbpedia_32","Kaggle_3999094","0.0","0.0","0.5986206896551725","ADC Telecommunications","al-mersal telecommunication"
"dbpedia_32","Kaggle_4022547","0.0","0.0","0.5393145161290323","ADC Telecommunications","fmp telecom & communication solutions"
"dbpedia_32","Kaggle_4111319","0.0","0.0","0.49301242236024845","ADC Telecommunications","telecomunication company"
"dbpedia_32","Kaggle_4116274","0.0","0.0","0.4003322259136213","ADC Telecommunications","elektronika telecommunications test equipment"
"dbpedia_32","Kaggle_4247356","0.0","0.0","0.4396835860250494","ADC Telecommunications","airwave telecommunication enterprise. llc"
"dbpedia_32","Kaggle_4347308","0.0","0.0","0.3579277864992151","ADC Telecommunications","arab builders for telecommunications and security services"
"dbpedia_32","Kaggle_4394649","0.0","0.0","0.39941860465116275","ADC Telecommunications","green packet berhad / nevtel telecommunication"
"dbpedia_32","Kaggle_4410677","0.0","0.0","0.436046511627907","ADC Telecommunications","al-takniat al-hadita for it and telecommunications"
"dbpedia_32","Kaggle_4517220","0.0","0.0","0.6634738186462323","ADC Telecommunications","advantage telecommunications"
"dbpedia_32","Kaggle_4544427","0.0","0.0","0.47441520467836257","ADC Telecommunications","xi'an university of post and telecommunications"
"dbpedia_32","Kaggle_4603061","0.0","0.0","0.6375661375661376","ADC Telecommunications","otelco telecommunications llc"
"dbpedia_32","Kaggle_4642196","0.3404255319148936","0.0","0.3974854932301741","ADC Telecommunications","ey singapore (technology, media and telecommunications)"
"dbpedia_32","Kaggle_4683236","0.0","0.0","0.6657142857142857","ADC Telecommunications","viratak telecommunications co. ltd"
"dbpedia_32","Kaggle_4724037","0.0","0.0","0.45827984595635435","ADC Telecommunications","mass projects for power and telecommunications"
"dbpedia_32","Kaggle_4740970","0.6956521739130435","0.0","0.7763975155279503","ADC Telecommunications","jh telecommunications inc"
"dbpedia_32","Kaggle_4775115","0.0","0.0","0.5757575757575758","ADC Telecommunications","tamilnadu telecommunications ltd (tnt)"
"dbpedia_32","Kaggle_4804185","0.0","0.0","0.6424501424501424","ADC Telecommunications","telebeam telecommunications corporation"
"dbpedia_32","Kaggle_4804441","0.0","0.0","0.5256166982922201","ADC Telecommunications","rural telecommunications congress"
"dbpedia_32","Kaggle_4808843","0.0","0.0","0.6296296296296297","ADC Telecommunications","solutions telecommunications"
"dbpedia_32","Kaggle_4911507","0.0","0.0","0.6185185185185185","ADC Telecommunications","magrathea telecommunications limited"
"dbpedia_32","Kaggle_5053195","0.0","0.0","0.712962962962963","ADC Telecommunications","access telecommunications"
"dbpedia_32","Kaggle_5054852","0.0","0.0","0.3804347826086956","ADC Telecommunications","cable & telecommunications association for marketing"
"dbpedia_32","Kaggle_5066772","0.0","0.0","0.42572062084257206","ADC Telecommunications","air call mobile telecommunications enterprise"
"dbpedia_32","Kaggle_5096988","0.0","0.0","0.4435897435897436","ADC Telecommunications","siltel digital telecommunications services"
"dbpedia_32","Kaggle_5144949","0.0","0.0","0.4956279809220986","ADC Telecommunications","emergency telecommunications cluster"
"dbpedia_32","Kaggle_5161509","0.0","0.0","0.5016339869281046","ADC Telecommunications","optical telecommunications zederik b.v."
"dbpedia_32","Kaggle_5167672","0.0","0.0","0.5643236074270557","ADC Telecommunications","telecommunications business"
"dbpedia_32","Kaggle_5181594","0.0","0.0","0.38173567782189455","ADC Telecommunications","mobile telecommunication company zain bahrain"
"dbpedia_32","Kaggle_5194079","0.5925925925925926","0.5517241379310345","0.6712962962962963","ADC Telecommunications","yst telecommunications pte ltd"
"dbpedia_32","Kaggle_5201886","0.0","0.0","0.6370370370370371","ADC Telecommunications","brandmile telecommunications"
"dbpedia_32","Kaggle_5226630","0.0","0.0","0.425891181988743","ADC Telecommunications","synergis telecommunications consulting, llc"
"dbpedia_3301","Kaggle_3587723","0.0","0.5172413793103449","0.0","PennyMac Financial Services","city financial services"
"dbpedia_3301","Kaggle_3616133","0.0","0.0","0.3530092592592593","PennyMac Financial Services","provenance insurance services ltd."
"dbpedia_3301","Kaggle_4061385","0.2608695652173913","0.0","0.3804347826086957","PennyMac Financial Services","svm port services ltd"
"dbpedia_3301","Kaggle_4341175","0.0","0.0","0.43914473684210525","PennyMac Financial Services","jmb services"
"dbpedia_3301","Kaggle_4395315","0.0","0.0","0.3925","PennyMac Financial Services","penny properties ltd"
"dbpedia_3301","Kaggle_4527879","0.0","0.0","0.37854251012145756","PennyMac Financial Services","accent event services"
"dbpedia_3301","Kaggle_4784589","0.0","0.0","0.42647058823529416","PennyMac Financial Services","7x24 services"
"dbpedia_3301","Kaggle_4852707","0.0","0.0","0.39375","PennyMac Financial Services","abc services as"
"dbpedia_3301","Kaggle_4944753","0.0","0.0","0.35677419354838713","PennyMac Financial Services","elpan 8 consultancy services corporation"
"dbpedia_3301","Kaggle_5066296","0.0","0.5925925925925926","0.0","PennyMac Financial Services","bcc financial services"
"dbpedia_3306","Kaggle_3591702","0.0","0.0","0.5879120879120879","People's Leasing & Finance","umeed leasing and finance limited"
"dbpedia_3306","Kaggle_4658165","0.0","0.0","0.546969696969697","People's Leasing & Finance","peoples security finance co"
"dbpedia_3314","Kaggle_3950162","0.0","0.0","0.3735177865612649","Perella Weinberg Partners","poem talent partners"
"dbpedia_3314","Kaggle_4280107","0.0","0.0","0.4077961019490255","Perella Weinberg Partners","deriner & partners"
"dbpedia_3314","Kaggle_4570476","0.0","0.0","0.4389632107023411","Perella Weinberg Partners","peer2peer partners"
"dbpedia_3314","Kaggle_4914054","0.0","0.0","0.3702445652173913","Perella Weinberg Partners","nfm lending partners"
"dbpedia_3314","Kaggle_5190052","0.0","0.0","0.40112201963534366","Perella Weinberg Partners","paceline partners"
"dbpedia_3314","Kaggle_5213168","0.0","0.0","0.3615560640732266","Perella Weinberg Partners","meridian finance partners"
"dbpedia_3314","Kaggle_5243870","0.0","0.0","0.4043478260869565","Perella Weinberg Partners","premier partners inc."
"dbpedia_3315","Kaggle_3666478","0.0","0.0","0.4050751879699248","Perfect World (company)","parker oil company"
"dbpedia_3315","Kaggle_4797872","0.0","0.0","0.3703007518796993","Perfect World (company)","reinvented company"
"dbpedia_3315","Kaggle_5254160","0.0","0.0","0.3966165413533835","Perfect World (company)","h&h electric company, inc."
"dbpedia_3319","Kaggle_4389061","0.0","0.0","0.6966911764705882","Pernod Ricard","pernod ricard india"
"dbpedia_331","Kaggle_3584957","0.0","0.0","0.49603174603174605","Asana (software)","avighna software pvt. ltd."
"dbpedia_331","Kaggle_4321017","0.0","0.0","0.5520361990950227","Asana (software)","sfera software"
"dbpedia_331","Kaggle_4347609","0.0","0.0","0.45535714285714285","Asana (software)","stingray software"
"dbpedia_331","Kaggle_4719396","0.0","0.0","0.5508771929824562","Asana (software)","mascota software ltd"
"dbpedia_331","Kaggle_5206257","0.0","0.0","0.38461538461538464","Asana (software)","na soft"
"dbpedia_3324","Kaggle_4341198","0.0","0.0","0.375","PetMed Express","exhibit express"
"dbpedia_3327","Kaggle_3642620","0.0","0.0","0.42857142857142855","Petco","petroa1"
"dbpedia_332","Kaggle_4865022","0.65","0.0","0.7460526315789473","Asbury Automotive Group","sainsbury automotive"
"dbpedia_332","Kaggle_5251593","0.0","0.0","0.3693181818181818","Asbury Automotive Group","wk automotive gmbh"
"dbpedia_3330","Kaggle_5239681","0.0","0.0","0.3485576923076923","Petra Diamonds","diamond cph"
"dbpedia_3331","Kaggle_3642620","0.0","0.0","0.45","PetroChina","petroa1"
"dbpedia_3339","Kaggle_3848398","0.0","0.0","0.43546195652173914","Petroleum & Resources Corporation","center for human resources"
"dbpedia_3339","Kaggle_3946122","0.0","0.0","0.4407894736842105","Petroleum & Resources Corporation","orthopedic resources"
"dbpedia_3339","Kaggle_5134435","0.0","0.0","0.3564814814814815","Petroleum & Resources Corporation","comprehensive human resources"
"dbpedia_3339","Kaggle_5188808","0.0","0.0","0.4023809523809524","Petroleum & Resources Corporation","essential web resources"
"dbpedia_3343","Kaggle_4446594","0.0","0.0","0.6213450292397661","Philip Morris International","philip morris capital corporation"
"dbpedia_3343","Kaggle_4647587","0.0","0.275","0.0","Philip Morris International","alpha international academy inc"
"dbpedia_3344","Kaggle_4382488","0.0","0.2542372881355932","0.0","Philippine Amusement and Gaming Corporation","fbm engineering and consulting corporation"
"dbpedia_3344","Kaggle_4681395","0.0","0.5102040816326531","0.0","Philippine Amusement and Gaming Corporation","philippine gaming management corporation"
"dbpedia_3344","Kaggle_4891247","0.0","0.0","0.4675","Philippine Amusement and Gaming Corporation","philippine improvement group"
"dbpedia_3346","Kaggle_3601142","0.0","0.0","0.46021505376344085","Philippine National Construction Corporation","o'neal construction, inc."
"dbpedia_3346","Kaggle_3653053","0.0","0.0","0.41944444444444445","Philippine National Construction Corporation","lci | livers construction inc."
"dbpedia_3346","Kaggle_3770628","0.0","0.0","0.41021505376344086","Philippine National Construction Corporation","duwal constructions"
